stt,ma_sp_xk,ten_sp_xk,dvt_sp,ma_nvl,ten_nvl,dvt_nvl,dinh_muc_thuc_te,ghi_chu,flag_review
40893,MPL0101-39,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000530253,連接套內管;舉重桿;;POM(塑膠鋼);黑色/Black C;;PL218;,EA,2.0,,
40894,MPL0101-39,MF;MG-PL13-03;PL220K;KM;NA;M,EA,101265,軸承;滾珠;6004ZZ;Φ20xΦ42x12T;TPI;C3,EA,4.492611,,
40895,MPL0101-39,MF;MG-PL13-03;PL220K;KM;NA;M,EA,K40000011,纏繞膜;;4卷/箱;(16公斤毛重);;,EA,2.466002,E15,
40896,MPL0101-39,MF;MG-PL13-03;PL220K;KM;NA;M,EA,K60000201,焊絲(1.0) 1.0號,KG,0.000417,,
40897,MPL0101-39,MF;MG-PL13-03;PL220K;KM;NA;M,EA,K60000900,焊絲;;1.0;;,EA,0.000763,,
40898,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,0000096074,粉體塗料;黑砂銀 25KG/箱;,KG,0.620475,,
40899,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,001791-AA,固定塊;舉重桿連接套;;POM(塑膠鋼);純黑色;;FW62;,EA,2.0,,
40900,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,004703-AF,螺絲;平頭;M8X1.25PX20L;;六角承窩;;鍍鉻;耐落;;,EA,6.170286,E15,
40901,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,004855-AC,螺絲;止付;M6x1.0Px4L;;;;電著黑;尖尾/耐落;;,EA,8.0,,
40902,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,004978-00,拉帽;六角;NHS-1015-4.0(M10X1.5P);;鍍彩鋅,EA,4.0,,
40903,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,005018-00,"墊圈;彈簧;Φ12.2xΦ21.5x3.0T;;鍍鉻;;RoHS,REACH",EA,1.404256,E15,
40904,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,005130-00,墊圈;平;Φ8.4xΦ15.5x1.6T;;鍍鉻;,EA,4.093864,,
40905,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,005132-00,墊圈;平;Φ13.0xΦ26.0x2.5T;;鍍鉻;,EA,2.0,E15,
40906,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,008522-C,墊圈;轉軸;Φ26.5;SS41;鍍鉻;,EA,2.0,,
40907,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,009355-B,止擋環;泡棉;;AL6061;噴砂;GM02;Ø41.6x10;,EA,2.0,,
40908,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,009372-E,護蓋-加工;握把;;;φ41.6x30;GM02;,EA,2.0,,
40909,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,020085-00,螺絲;圓柱;M8x1.25Px20.0L;;六角承窩;;鍍鉻;耐落;;,EA,4.0,E15,
40910,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,049758-00,管;橢圓型;STK400;Φ50.0xΦ100.0x3.0Tx6000;;,EA,0.712738,E15,
40911,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,055320-A,管;橢圓型;STK400;Φ40.0XΦ80.0X3.0TX6000;;,EA,0.583934,E15,
40912,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,061531-AA,腳墊;;;PVC;黑色/Black C;;FW151;,EA,6.0,,
40913,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,075722,管;圓型;STK41;Φ60.0x3.0Tx6000;;,EA,0.238674,E15,
40914,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,086541,泡棉;;黑色;Φ30.4x5.0tx380L;握把;PL02,EA,2.0,,
40915,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,086682,止擋墊;;;NBR橡膠;黑色;;PL01;,EA,2.0,,
40916,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,093469,掛棒-加工;;;鍍鉻;;PL01;,EA,2.0,,
40917,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,093473,緩衝墊;;;PU包覆;純黑色;φ80x38L;PL01;,EA,2.0,,
40918,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000090024,螺絲;止付;M10x1.5Px30L;;;橡膠;;特製;;,EA,2.0,,
40919,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000102869,螺絲;圓柱;M12x1.75Px25L;;六角承窩;;鍍鉻;耐落;G12.9;,EA,2.0,E15,
40920,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000109127,警告貼標;;;;PVC;;;MS21KM-G3;,EA,2.008076,,
40921,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000304992,"背墊;;PU,Vesicant;黑色;南亞;FW201-KM",EA,1.031897,,
40922,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000304993,護蓋;背板;;ABS;深灰 Pantone 446C;;FW201;,EA,1.026882,,
40923,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000304996,"頭墊;;PU,發泡;黑色;南亞;FW201-KM",EA,1.026958,,
40924,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000305004,塑膠蓋;背板;;ABS/PA746;深灰 Pantone 446C;;FW201,EA,1.025295,E15,
40925,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000328441,貼標;重量;45lbs;;;;;FW13B-KM,EA,2.0,E15,
40926,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000331674,棧板;;;1800x1140x125;;EP580-KM;,EA,0.499999,E15,
40927,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000347794,擺臂管;擺臂;φ60x3.0tx1335L;左;;;PL02B-KM,EA,0.016575,E15,
40928,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000347854,握把;擺臂;φ31.8X718L;;;;PL02B-KM,EA,2.0,,
40929,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000347858,擺臂管;擺臂;φ60x3.0tx1135L;右;;Q195;PL02B-KM,EA,0.01105,E15,
40930,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000348612,端蓋;;;;黑色/Black C;Φ60;PL02B;PP+TPE,EA,2.0,,
40931,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000352536,貼標;重量;10lbs（4.5KG）;;;;;起始重量PL02B-KM,EA,2.0,,NVL không có dữ liệu trên HQ
40932,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000363753,警告貼標;車架;;;PC;;英文;G3FW13;,EA,1.0,,NVL không có dữ liệu trên HQ
40933,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000379486,孔塞;;;PA6+15%玻纖;黑色/Black C;8;PL215;市購品;,EA,5.0,,
40934,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000382110,墊片;調整;;PP;;;GM102;,EA,8.0,,
40935,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000382335,包裝附件組;;;;B包;FW209;,EA,1.027351,E15,
40936,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000439697,導線束帶;;;W=4.8mm 400L;;白色;市購品,EA,32.255744,,
40937,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000443689,說明書;;;;網址;喬山標準-Matrix專用,EA,1.00601,,
40938,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000445331,鐵板;;SPHC;5.0T;;,EA,2.708,E15,
40939,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000445332,鐵板;;SPHC;6.0T;;,EA,4.34136,E15,
40940,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000445333,鐵板;;SPHC;8.0T;;,EA,1.036,E15,
40941,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000459047,護墊;頭墊用;PU;黑色;南亞;FW201,EA,1.028846,,
40942,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000463037,管端塞;;;EPDM;深灰 Pantone 446C;φ50.5x100;PL0,EA,1.023054,,
40943,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000465594,紙箱貼標;;出貨297x210;;合成紙;;;印度專用,EA,1.003113,E15,
40944,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000465595,機種貼標;產地;60x25;;;;;印度專用,EA,1.003113,E15,
40945,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000473445,使用說明貼標;;;;;上;;PL220,EA,1.0,,NVL không có dữ liệu trên HQ
40946,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000473480,使用說明貼標;;;;;下;英文;PL220,EA,1.0,,NVL không có dữ liệu trên HQ
40947,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000473528,使用說明貼標;;多國語言;;;下;;PL220,EA,1.0,,NVL không có dữ liệu trên HQ
40948,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000479234,固定片;腳墊;;SPHC;150x70x6.0t;;FW513;,EA,1.659526,E15,
40949,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000480135,固定片;背墊;;SPHC;176x50x6.0T;;FW505;,EA,0.593271,E15,
40950,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000482263,外紙箱;;;;B包;FW505,EA,1.0,E15,
40951,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000486466,塑膠布;;;4860x1810x0.04t;;,EA,2.0,E15,
40952,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000495386,端塞;橢圓管;;EPDM;深灰色;Φ50.0x120.0x3.0t;PL212;,EA,4.034532,,
40953,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000496678,連接片;車架基管;左;SPHC;200x98.7x53.4x4.0T;;PL22,EA,1.0,E15,
40954,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000497238,軸心套(鑽孔);;;20CrMo;;PL04K-KM;镀锌;焊接用,EA,6.0,,
40955,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000498229,心軸-加工;擺臂;;鍍白鋅;φ20x200;PL08K-KM;,EA,2.0,,
40956,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000498469,連接片;車架;;SPHC;193.11x182.0x6.0T;;PL220K;,EA,0.922651,E15,
40957,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000498470,固定管;車架;φ76.2x3.0tx584L;;;Q195;PL220K,EA,0.737569,E15,
40958,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000498476,軸心套(鑽孔);;;20CrMo;;PL220K;Φ26x57;,EA,4.0,E15,
40959,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000498490,連接片;FRAME;;SPHC;100.0x163.0x4.0T;;PL220K,EA,4.0,E15,
40960,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000498508,五金零件組;半成品;;;;;PL220K-KM;,EA,1.0,E15,
40961,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000506689,套筒;主軸;;;;PL08K;φ60x142.5;,EA,1.63688,E15,
40962,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000506758,固定環;轉臂軸;;20#;鍍鉻;PL210K;φ26xφ20x28;,EA,2.0,E15,
40963,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000507525,固定塊;轉軸;內;20#;150x86x17.0T;;PL06K-KM;,EA,2.0,E15,
40964,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000507527,固定塊;轉軸;內;20#;92x74x17.0T;;PL06K-KM;,EA,2.0,E15,
40965,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000507697,掛棒桿;;;20CrMo;;PL06K-KM;Φ30X370L;,EA,2.0,E15,
40966,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000508499,GB貼標;;PL220K;;PET;;;,EA,1.0,,NVL không có dữ liệu trên HQ
40967,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000509050,外紙箱;含印刷;;1770x1150x400;PL220K;,EA,1.0,E15,
40968,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000510480,支撐管;;Φ50.0x120.0x3.0Tx1200;下;;Q195;,EA,1.0,E15,
40969,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000510481,貼地桿;;φ50.0x120.0x3.0Tx673L;下;;Q195;,EA,1.0,E15,
40970,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000514486,警告貼標;;;;PC;;;Little;PL06K-KM,EA,2.0,,NVL không có dữ liệu trên HQ
40971,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000516101,警告貼標組;;;;;多國語言;PL08K;,EA,0.953552,E15,
40972,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000516722,包裝附件組;;;;;PL220K-KM,EA,1.0,E15,
40973,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000516723,三合板;;;;;PL220K-KM,EA,0.933852,E15,
40974,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000516771,珍珠棉;;;;300x300x5T;PL08K-KM,EA,31.166016,E15,
40975,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000518543,塑膠袋組;;;;;PL220K-KM,EA,1.0,E15,
40976,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000524796,塑膠袋組;;;550x350;PL03K-KM;,EA,1.022249,E15,
40977,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000524797,塑膠袋組;;;1100x500;PL03K-KM;,EA,1.02704,E15,
40978,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000530252,連接管;舉重桿;外;POM(塑膠鋼);黑色/Black C;;PL218;,EA,2.0,,
40979,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000530253,連接套內管;舉重桿;;POM(塑膠鋼);黑色/Black C;;PL218;,EA,2.0,,
40980,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,101265,軸承;滾珠;6004ZZ;Φ20xΦ42x12T;TPI;C3,EA,4.0,,
40981,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,K60000201,焊絲(1.0) 1.0號,KG,0.000417,,
40982,MPL0101-39IN,MF;MG-PL13-03;PL220K;KM;NA;M,EA,K60000900,焊絲;;1.0;;,EA,0.000763,,
40983,MPL0101-39JP,MF;MG-PL13-03;PL220K;KM;NA;M,EA,0000096074,粉體塗料;黑砂銀 25KG/箱;,KG,0.620475,,
40984,MPL0101-39JP,MF;MG-PL13-03;PL220K;KM;NA;M,EA,001791-AA,固定塊;舉重桿連接套;;POM(塑膠鋼);純黑色;;FW62;,EA,2.0,,
40985,MPL0101-39JP,MF;MG-PL13-03;PL220K;KM;NA;M,EA,004703-AF,螺絲;平頭;M8X1.25PX20L;;六角承窩;;鍍鉻;耐落;;,EA,6.170286,E15,
40986,MPL0101-39JP,MF;MG-PL13-03;PL220K;KM;NA;M,EA,004855-AC,螺絲;止付;M6x1.0Px4L;;;;電著黑;尖尾/耐落;;,EA,8.0,,
40987,MPL0101-39JP,MF;MG-PL13-03;PL220K;KM;NA;M,EA,004978-00,拉帽;六角;NHS-1015-4.0(M10X1.5P);;鍍彩鋅,EA,4.007389,,
40988,MPL0101-39JP,MF;MG-PL13-03;PL220K;KM;NA;M,EA,005018-00,"墊圈;彈簧;Φ12.2xΦ21.5x3.0T;;鍍鉻;;RoHS,REACH",EA,1.404256,E15,
40989,MPL0101-39JP,MF;MG-PL13-03;PL220K;KM;NA;M,EA,005130-00,墊圈;平;Φ8.4xΦ15.5x1.6T;;鍍鉻;,EA,4.093864,,
40990,MPL0101-39JP,MF;MG-PL13-03;PL220K;KM;NA;M,EA,005132-00,墊圈;平;Φ13.0xΦ26.0x2.5T;;鍍鉻;,EA,2.0,E15,
40991,MPL0101-39JP,MF;MG-PL13-03;PL220K;KM;NA;M,EA,008522-C,墊圈;轉軸;Φ26.5;SS41;鍍鉻;,EA,2.098522,,
40992,MPL0101-39JP,MF;MG-PL13-03;PL220K;KM;NA;M,EA,009355-B,止擋環;泡棉;;AL6061;噴砂;GM02;Ø41.6x10;,EA,2.0,,
40993,MPL0101-39JP,MF;MG-PL13-03;PL220K;KM;NA;M,EA,009372-E,護蓋-加工;握把;;;φ41.6x30;GM02;,EA,2.0,,
40994,MPL0101-39JP,MF;MG-PL13-03;PL220K;KM;NA;M,EA,020085-00,螺絲;圓柱;M8x1.25Px20.0L;;六角承窩;;鍍鉻;耐落;;,EA,4.061576,E15,
40995,MPL0101-39JP,MF;MG-PL13-03;PL220K;KM;NA;M,EA,020465-AB,墊圈;平;Φ10.2xΦ25.0x2.0T;;鍍鉻;,EA,6.720667,E15,
40996,MPL0101-39JP,MF;MG-PL13-03;PL220K;KM;NA;M,EA,049758-00,管;橢圓型;STK400;Φ50.0xΦ100.0x3.0Tx6000;;,EA,0.712738,E15,
40997,MPL0101-39JP,MF;MG-PL13-03;PL220K;KM;NA;M,EA,055320-A,管;橢圓型;STK400;Φ40.0XΦ80.0X3.0TX6000;;,EA,0.583934,E15,
40998,MPL0101-39JP,MF;MG-PL13-03;PL220K;KM;NA;M,EA,061531-AA,腳墊;;;PVC;黑色/Black C;;FW151;,EA,6.0,,
40999,MPL0101-39JP,MF;MG-PL13-03;PL220K;KM;NA;M,EA,075722,管;圓型;STK41;Φ60.0x3.0Tx6000;;,EA,0.238674,E15,
41000,MPL0101-39JP,MF;MG-PL13-03;PL220K;KM;NA;M,EA,086541,泡棉;;黑色;Φ30.4x5.0tx380L;握把;PL02,EA,2.0,,
41001,MPL0101-39JP,MF;MG-PL13-03;PL220K;KM;NA;M,EA,086682,止擋墊;;;NBR橡膠;黑色;;PL01;,EA,2.0,,
41002,MPL0101-39JP,MF;MG-PL13-03;PL220K;KM;NA;M,EA,093469,掛棒-加工;;;鍍鉻;;PL01;,EA,2.0,,
41003,MPL0101-39JP,MF;MG-PL13-03;PL220K;KM;NA;M,EA,093473,緩衝墊;;;PU包覆;純黑色;φ80x38L;PL01;,EA,2.003284,,
41004,MPL0101-39JP,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000090024,螺絲;止付;M10x1.5Px30L;;;橡膠;;特製;;,EA,2.0,,
41005,MPL0101-39JP,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000102865,螺絲;圓柱;M10x1.5Px70L-35L;;六角承窩;;鍍鉻;耐落;G12.,EA,3.5,E15,
41006,MPL0101-39JP,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000102869,螺絲;圓柱;M12x1.75Px25L;;六角承窩;;鍍鉻;耐落;G12.9;,EA,2.0,E15,
41007,MPL0101-39JP,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000105174,螺帽;尼龍;M10x1.5P;;鍍鉻;G12.9,EA,3.333333,,
41008,MPL0101-39JP,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000109127,警告貼標;;;;PVC;;;MS21KM-G3;,EA,2.121834,,
41009,MPL0101-39JP,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000304992,"背墊;;PU,Vesicant;黑色;南亞;FW201-KM",EA,1.031897,,
41010,MPL0101-39JP,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000304993,護蓋;背板;;ABS;深灰 Pantone 446C;;FW201;,EA,1.026882,,
41011,MPL0101-39JP,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000304996,"頭墊;;PU,發泡;黑色;南亞;FW201-KM",EA,1.026958,,
41012,MPL0101-39JP,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000305004,塑膠蓋;背板;;ABS/PA746;深灰 Pantone 446C;;FW201,EA,1.083378,E15,
41013,MPL0101-39JP,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000328441,貼標;重量;45lbs;;;;;FW13B-KM,EA,2.0,E15,
41014,MPL0101-39JP,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000331674,棧板;;;1800x1140x125;;EP580-KM;,EA,0.035304,E15,
41015,MPL0101-39JP,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000347794,擺臂管;擺臂;φ60x3.0tx1335L;左;;;PL02B-KM,EA,0.016575,E15,
41016,MPL0101-39JP,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000347854,握把;擺臂;φ31.8X718L;;;;PL02B-KM,EA,2.0,,
41017,MPL0101-39JP,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000347858,擺臂管;擺臂;φ60x3.0tx1135L;右;;Q195;PL02B-KM,EA,0.01105,E15,
41018,MPL0101-39JP,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000348612,端蓋;;;;黑色/Black C;Φ60;PL02B;PP+TPE,EA,2.0,,
41019,MPL0101-39JP,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000352536,貼標;重量;10lbs（4.5KG）;;;;;起始重量PL02B-KM,EA,2.0,,NVL không có dữ liệu trên HQ
41020,MPL0101-39JP,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000363753,警告貼標;車架;;;PC;;英文;G3FW13;,EA,0.166667,,NVL không có dữ liệu trên HQ
41021,MPL0101-39JP,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000363759,警告貼標;車架;;;PC;;日文;G3FW13;,EA,0.833333,,NVL không có dữ liệu trên HQ
41022,MPL0101-39JP,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000379486,孔塞;;;PA6+15%玻纖;黑色/Black C;8;PL215;市購品;,EA,5.0,,
41023,MPL0101-39JP,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000382110,墊片;調整;;PP;;;GM102;,EA,8.0,,
41024,MPL0101-39JP,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000382335,包裝附件組;;;;B包;FW209;,EA,1.027351,E15,
41025,MPL0101-39JP,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000392193,棧板;;;1980x1380x125;;PL02,EA,0.833333,E15,
41026,MPL0101-39JP,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000425346,軸承;滾珠;6004ZZ;;長城;,EA,3.333333,,
41027,MPL0101-39JP,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000426184,PE袋;;;2100x1500x1100;PL01;透明;0.03T;,EA,0.833333,,NVL không có dữ liệu trên HQ
41028,MPL0101-39JP,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000439697,導線束帶;;;W=4.8mm 400L;;白色;市購品,EA,5.375957,,
41029,MPL0101-39JP,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000443689,說明書;;;;網址;喬山標準-Matrix專用,EA,1.953377,,
41030,MPL0101-39JP,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000445331,鐵板;;SPHC;5.0T;;,EA,2.708,E15,
41031,MPL0101-39JP,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000445332,鐵板;;SPHC;6.0T;;,EA,4.34136,E15,
41032,MPL0101-39JP,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000445333,鐵板;;SPHC;8.0T;;,EA,1.036,E15,
41033,MPL0101-39JP,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000459047,護墊;頭墊用;PU;黑色;南亞;FW201,EA,1.028846,,
41034,MPL0101-39JP,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000463037,管端塞;;;EPDM;深灰 Pantone 446C;φ50.5x100;PL0,EA,1.08101,,
41035,MPL0101-39JP,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000473445,使用說明貼標;;;;;上;;PL220,EA,1.003284,,NVL không có dữ liệu trên HQ
41036,MPL0101-39JP,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000473480,使用說明貼標;;;;;下;英文;PL220,EA,0.173235,,NVL không có dữ liệu trên HQ
41037,MPL0101-39JP,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000473481,使用說明貼標;;;;;下;日文;PL220,EA,0.833333,E15,
41038,MPL0101-39JP,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000473528,使用說明貼標;;多國語言;;;下;;PL220,EA,1.0,,NVL không có dữ liệu trên HQ
41039,MPL0101-39JP,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000479234,固定片;腳墊;;SPHC;150x70x6.0t;;FW513;,EA,1.659526,E15,
41040,MPL0101-39JP,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000480135,固定片;背墊;;SPHC;176x50x6.0T;;FW505;,EA,0.593271,E15,
41041,MPL0101-39JP,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000482263,外紙箱;;;;B包;FW505,EA,0.970443,E15,
41042,MPL0101-39JP,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000485674,打包帶;;;12063-33-3000M;PP;9.5kg/卷,KG,0.028509,E15,
41043,MPL0101-39JP,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000486466,塑膠布;;;4860x1810x0.04t;;,EA,0.27422,E15,
41044,MPL0101-39JP,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000495386,端塞;橢圓管;;EPDM;深灰色;Φ50.0x120.0x3.0t;PL212;,EA,4.326025,,
41045,MPL0101-39JP,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000496678,連接片;車架基管;左;SPHC;200x98.7x53.4x4.0T;;PL22,EA,1.0,E15,
41046,MPL0101-39JP,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000497238,軸心套(鑽孔);;;20CrMo;;PL04K-KM;镀锌;焊接用,EA,6.0,,
41047,MPL0101-39JP,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000498229,心軸-加工;擺臂;;鍍白鋅;φ20x200;PL08K-KM;,EA,2.034483,,
41048,MPL0101-39JP,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000498469,連接片;車架;;SPHC;193.11x182.0x6.0T;;PL220K;,EA,0.922651,E15,
41049,MPL0101-39JP,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000498470,固定管;車架;φ76.2x3.0tx584L;;;Q195;PL220K,EA,0.737569,E15,
41050,MPL0101-39JP,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000498476,軸心套(鑽孔);;;20CrMo;;PL220K;Φ26x57;,EA,4.0,E15,
41051,MPL0101-39JP,MF;MG-PL13-03;PL220K;KM;NA;M,EA,1000498490,連接片;FRAME;;SPHC;100.0x163.0x4.0T;;PL220K,EA,4.0,E15,
